dod_final.panel,dod_final.unit_num,dod_final.stub_label,dod_final.year,dod_final.age,dod_final.estimate,dod_final.gender,dod_final.cause_of_death,dod_final.age_code
Drug overdose deaths involving heroin,1,Male: Asian or Pacific Islander,2004,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Asian or Pacific Islander,2005,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Asian or Pacific Islander,2006,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Asian or Pacific Islander,2007,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Asian or Pacific Islander,2008,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Asian or Pacific Islander,2009,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Asian or Pacific Islander,2010,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Asian or Pacific Islander,2011,All ages,0.3,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Asian or Pacific Islander,2012,All ages,0.3,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Asian or Pacific Islander,2013,All ages,0.5,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Asian or Pacific Islander,2014,All ages,0.6,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Asian or Pacific Islander,2015,All ages,0.8,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Asian or Pacific Islander,2016,All ages,0.8,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Asian or Pacific Islander,2017,All ages,0.9,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Asian or Pacific Islander,2018,All ages,0.6,Male,Heroin,0
Drug overdose deaths involving heroin,1,Female: White,1999,All ages,0.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: White,2000,All ages,0.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: White,2001,All ages,0.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: White,2002,All ages,0.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: White,2003,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: White,2004,All ages,0.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: White,2005,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: White,2006,All ages,0.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: White,2007,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: White,2008,All ages,0.4,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: White,2009,All ages,0.4,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: White,2010,All ages,0.4,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: White,2011,All ages,0.6,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: White,2012,All ages,0.9,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: White,2013,All ages,1.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: White,2014,All ages,1.8,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: White,2015,All ages,2.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: White,2016,All ages,2.7,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: White,2017,All ages,2.8,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: White,2018,All ages,2.6,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Black or African American,1999,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Black or African American,2000,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Black or African American,2001,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Black or African American,2002,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Black or African American,2003,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Black or African American,2004,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Black or African American,2005,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Black or African American,2006,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Black or African American,2007,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Black or African American,2008,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Black or African American,2009,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Black or African American,2010,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Black or African American,2011,All ages,0.4,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Black or African American,2012,All ages,0.5,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Black or African American,2013,All ages,0.7,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Black or African American,2014,All ages,1.1,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Black or African American,2015,All ages,1.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Black or African American,2016,All ages,2.0,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Black or African American,2017,All ages,2.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Black or African American,2018,All ages,2.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: American Indian or Alaska Native,1999,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: American Indian or Alaska Native,2000,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: American Indian or Alaska Native,2001,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: American Indian or Alaska Native,2002,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: American Indian or Alaska Native,2003,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: American Indian or Alaska Native,2004,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: American Indian or Alaska Native,2005,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: American Indian or Alaska Native,2006,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: American Indian or Alaska Native,2007,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: American Indian or Alaska Native,2008,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: American Indian or Alaska Native,2009,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: American Indian or Alaska Native,2010,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: American Indian or Alaska Native,2011,All ages,1.0,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: American Indian or Alaska Native,2012,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: American Indian or Alaska Native,2013,All ages,1.0,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: American Indian or Alaska Native,2014,All ages,1.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: American Indian or Alaska Native,2015,All ages,1.8,Female,Heroin,0
Drug overdose deaths involving heroin,2,All persons,1999,All ages,0.7,All,Heroin,0
Drug overdose deaths involving heroin,1,Female: American Indian or Alaska Native,2016,All ages,2.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: American Indian or Alaska Native,2017,All ages,2.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: American Indian or Alaska Native,2018,All ages,1.8,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Asian or Pacific Islander,1999,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Asian or Pacific Islander,2000,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Asian or Pacific Islander,2001,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Asian or Pacific Islander,2002,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Asian or Pacific Islander,2003,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Asian or Pacific Islander,2004,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Asian or Pacific Islander,2005,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Asian or Pacific Islander,2006,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Asian or Pacific Islander,2007,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Asian or Pacific Islander,2008,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Asian or Pacific Islander,2009,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Asian or Pacific Islander,2010,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Asian or Pacific Islander,2011,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Asian or Pacific Islander,2012,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Asian or Pacific Islander,2013,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Asian or Pacific Islander,2014,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Asian or Pacific Islander,2015,All ages,0.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Asian or Pacific Islander,2016,All ages,0.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Asian or Pacific Islander,2017,All ages,0.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Asian or Pacific Islander,2018,All ages,0.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Male: Hispanic or Latino: All races,1999,All ages,2.0,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Hispanic or Latino: All races,2000,All ages,1.6,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Hispanic or Latino: All races,2001,All ages,1.4,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Hispanic or Latino: All races,2002,All ages,1.8,Male,Heroin,0
Drug overdose deaths involving heroin,2,All persons,2000,All ages,0.7,All,Heroin,0
Drug overdose deaths involving heroin,1,Male: Hispanic or Latino: All races,2003,All ages,1.8,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Hispanic or Latino: All races,2004,All ages,1.3,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Hispanic or Latino: All races,2005,All ages,1.4,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Hispanic or Latino: All races,2006,All ages,1.4,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Hispanic or Latino: All races,2007,All ages,1.4,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Hispanic or Latino: All races,2008,All ages,1.7,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Hispanic or Latino: All races,2009,All ages,1.7,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Hispanic or Latino: All races,2010,All ages,1.5,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Hispanic or Latino: All races,2011,All ages,1.7,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Hispanic or Latino: All races,2012,All ages,2.2,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Hispanic or Latino: All races,2013,All ages,2.6,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Hispanic or Latino: All races,2014,All ages,3.2,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Hispanic or Latino: All races,2015,All ages,3.8,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Hispanic or Latino: All races,2016,All ages,4.4,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Hispanic or Latino: All races,2017,All ages,4.7,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Hispanic or Latino: All races,2018,All ages,4.9,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: White,1999,All ages,1.1,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: White,2000,All ages,1.0,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: White,2001,All ages,1.0,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: White,2002,All ages,1.2,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: White,2003,All ages,1.2,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: White,2004,All ages,1.1,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: White,2005,All ages,1.1,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: White,2006,All ages,1.3,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: White,2007,All ages,1.5,Male,Heroin,0
Drug overdose deaths involving heroin,2,All persons,2001,All ages,0.6,All,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: White,2008,All ages,1.9,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: White,2009,All ages,2.1,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: White,2010,All ages,1.9,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: White,2011,All ages,2.9,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: White,2012,All ages,3.9,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: White,2013,All ages,5.3,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: White,2014,All ages,6.7,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: White,2015,All ages,8.1,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: White,2016,All ages,9.4,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: White,2017,All ages,8.9,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: White,2018,All ages,8.6,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Black,1999,All ages,1.4,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Black,2000,All ages,1.7,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Black,2001,All ages,1.3,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Black,2002,All ages,1.6,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Black,2003,All ages,1.3,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Black,2004,All ages,1.1,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Black,2005,All ages,1.3,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Black,2006,All ages,1.3,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Black,2007,All ages,1.3,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Black,2008,All ages,1.3,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Black,2009,All ages,1.6,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Black,2010,All ages,1.3,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Black,2011,All ages,1.6,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Black,2012,All ages,2.2,Male,Heroin,0
Drug overdose deaths involving heroin,2,All persons,2002,All ages,0.7,All,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Black,2013,All ages,3.5,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Black,2014,All ages,4.2,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Black,2015,All ages,5.1,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Black,2016,All ages,7.3,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Black,2017,All ages,8.0,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Black,2018,All ages,7.8,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,1999,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2000,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2001,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2002,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2003,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2004,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2005,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2006,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2007,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2008,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2009,All ages,2.3,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2010,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2011,All ages,2.1,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2012,All ages,2.8,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2013,All ages,3.9,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2014,All ages,5.6,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2015,All ages,6.4,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2016,All ages,6.8,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2017,All ages,6.9,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2018,All ages,7.7,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,1999,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2000,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2001,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2002,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2003,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2004,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2005,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2006,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2007,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2008,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2009,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2010,All ages,,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2011,All ages,0.3,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2012,All ages,0.4,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2013,All ages,0.5,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2014,All ages,0.5,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2015,All ages,0.8,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2016,All ages,0.8,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2017,All ages,0.9,Male,Heroin,0
Drug overdose deaths involving heroin,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2018,All ages,0.6,Male,Heroin,0
Drug overdose deaths involving heroin,1,Female: Hispanic or Latino: All races,1999,All ages,0.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Hispanic or Latino: All races,2000,All ages,0.1,Female,Heroin,0
Drug overdose deaths involving heroin,2,All persons,2003,All ages,0.7,All,Heroin,0
Drug overdose deaths involving heroin,1,Female: Hispanic or Latino: All races,2001,All ages,0.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Hispanic or Latino: All races,2002,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Hispanic or Latino: All races,2003,All ages,0.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Hispanic or Latino: All races,2004,All ages,0.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Hispanic or Latino: All races,2005,All ages,0.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Hispanic or Latino: All races,2006,All ages,0.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Hispanic or Latino: All races,2007,All ages,0.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Hispanic or Latino: All races,2008,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Hispanic or Latino: All races,2009,All ages,0.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Hispanic or Latino: All races,2010,All ages,0.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Hispanic or Latino: All races,2011,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Hispanic or Latino: All races,2012,All ages,0.4,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Hispanic or Latino: All races,2013,All ages,0.5,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Hispanic or Latino: All races,2014,All ages,0.7,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Hispanic or Latino: All races,2015,All ages,0.8,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Hispanic or Latino: All races,2016,All ages,1.1,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Hispanic or Latino: All races,2017,All ages,1.1,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Hispanic or Latino: All races,2018,All ages,1.1,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: White,1999,All ages,0.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: White,2000,All ages,0.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: White,2001,All ages,0.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: White,2002,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: White,2003,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: White,2004,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: White,2005,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,2,All persons,2004,All ages,0.6,All,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: White,2006,All ages,0.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: White,2007,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: White,2008,All ages,0.4,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: White,2009,All ages,0.5,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: White,2010,All ages,0.5,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: White,2011,All ages,0.7,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: White,2012,All ages,1.1,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: White,2013,All ages,1.5,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: White,2014,All ages,2.1,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: White,2015,All ages,2.7,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: White,2016,All ages,3.1,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: White,2017,All ages,3.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: White,2018,All ages,3.0,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Black,1999,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Black,2000,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Black,2001,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Black,2002,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Black,2003,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Black,2004,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Black,2005,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Black,2006,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Black,2007,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Black,2008,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Black,2009,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Black,2010,All ages,0.3,Female,Heroin,0
Drug overdose deaths involving heroin,2,All persons,2005,All ages,0.7,All,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Black,2011,All ages,0.4,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Black,2012,All ages,0.5,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Black,2013,All ages,0.7,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Black,2014,All ages,1.1,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Black,2015,All ages,1.4,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Black,2016,All ages,2.0,Female,Heroin,0
